Nama,Penghasilan(jt),Jumlah Anggota Keluarga,Tingkat Pendidikan,Dinding Rumah,Lantai Rumah,Atap Rumah,Sumber Penerangan(VA),Luas Lantai Rumah(m2),Sumber Mata Air,Pengeluaran Kebutuhan Pangan,Pengobatan Tenaga Medis,Pembelian Pakaian(/tahun),Kecamatan
"Cut Siti Setiawan, S.IP",1,0,Tidak Sekolah,Bambu,Keramik,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"Tgk. Karna Sirait, S.Pt",2,0,Tidak Sekolah,Tembok,Tanah,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Ivan Yolanda,3,0,D3,Kayu,Semen,Seng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Pia Melani,3,0,SMA,Kayu,Keramik,Seng,6.6,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
"Lili Suryatmi, S.Farm",3,6,SD,Bambu,Keramik,Genteng,0.45,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
Estiawan Pradipta,5,3,S3,Kayu,Kayu,Seng,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Wage Pradipta,8,4,S2,Bambu,Tanah,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Nurul Wijayanti,3,1,SD,Tembok,Tanah,Asbes,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Emin Budiyanto,8,5,Tidak Sekolah,Tembok,Tanah,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Nabila Sudiati,7,0,SD,Tembok,Kayu,Genteng,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Lintang Firgantoro,9,3,SMA,Bambu,Tanah,Seng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan A
Vera Waskita,7,0,Tidak Sekolah,Bambu,Semen,Seng,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"Kenzie Setiawan, S.E.",6,3,SMA,Tembok,Semen,Rumbia,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan C
Jaga Yolanda,6,1,D3,Bambu,Semen,Rumbia,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan C
Paris Riyanti,7,5,Tidak Sekolah,Kayu,Tanah,Seng,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Dipa Ramadan,5,5,SD,Tembok,Keramik,Asbes,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
R. Iriana Narpati,5,2,S3,Kayu,Semen,Seng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
"dr. Karen Zulaika, M.M.",9,1,S3,Tembok,Tanah,Asbes,0.45,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
"Mala Siregar, S.Gz",7,6,S3,Kayu,Kayu,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Yani Habibi,2,6,SD,Bambu,Semen,Rumbia,1.3,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Jarwa Sihombing,4,1,S3,Bambu,Tanah,Seng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
"Rendy Nuraini, S.Ked",5,0,SD,Tembok,Keramik,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
"Tina Usamah, S.Ked",3,3,SMA,Kayu,Semen,Rumbia,0.45,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Humaira Novitasari,9,5,SMP,Kayu,Keramik,Genteng,0.45,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Gaiman Permata,9,1,S1,Tembok,Keramik,Genteng,1.3,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Cakrawangsa Wibisono,4,4,SMP,Bambu,Kayu,Seng,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan C
"dr. Yono Laksita, M.Kom.",10,6,SD,Bambu,Tanah,Genteng,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Halima Mansur,1,4,S3,Bambu,Semen,Rumbia,0.45,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"Catur Kusmawati, M.Ak",5,6,S2,Bambu,Semen,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Jarwa Maryadi,1,5,S1,Bambu,Tanah,Asbes,1.3,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan C
"Tri Sirait, M.Farm",4,7,D3,Kayu,Tanah,Genteng,1.3,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Adika Suartini,5,7,S3,Kayu,Kayu,Rumbia,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
"Dewi Hidayanto, M.Kom.",1,4,SD,Kayu,Kayu,Seng,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Sutan Harsana Gunawan, S.IP",9,7,SD,Bambu,Tanah,Genteng,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"Maya Pangestu, S.IP",1,6,S1,Kayu,Semen,Rumbia,3.5,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Bakijan Siregar,4,4,S2,Kayu,Tanah,Asbes,0.45,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Zizi Mardhiyah,10,5,S1,Kayu,Tanah,Genteng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
R.M. Omar Riyanti,9,3,D3,Bambu,Tanah,Genteng,6.6,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Calista Suwarno,5,6,SD,Tembok,Semen,Genteng,1.3,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Bakda Melani,10,7,SMA,Kayu,Kayu,Asbes,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Jane Sitompul,6,3,S3,Kayu,Keramik,Asbes,3.5,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
Drs. Jono Winarno,10,1,Tidak Sekolah,Tembok,Kayu,Asbes,6.6,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Jasmin Wijaya,8,7,SMP,Kayu,Semen,Rumbia,3.5,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Banawa Pratama,7,2,D3,Bambu,Tanah,Seng,3.5,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
"Sutan Dwi Pratiwi, M.Ak",3,2,SD,Kayu,Semen,Seng,0.45,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan B
Vicky Wahyuni,5,3,D3,Tembok,Kayu,Asbes,1.3,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
Drs. Nurul Pradana,6,7,S1,Tembok,Semen,Seng,1.3,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Kacung Nuraini,3,7,S1,Tembok,Keramik,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Jelita Lazuardi,7,4,SMA,Kayu,Semen,Genteng,1.3,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
"Hamima Santoso, S.I.Kom",1,3,S3,Kayu,Semen,Seng,6.6,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Dr. Laras Puspita,10,7,D3,Tembok,Semen,Asbes,6.6,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Tedi Yuliarti,5,5,S1,Tembok,Keramik,Rumbia,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
"Ir. Tiara Namaga, S.T.",9,7,SMP,Bambu,Semen,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Lurhur Novitasari,2,2,Tidak Sekolah,Bambu,Tanah,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
"Ir. Uchita Tarihoran, S.Kom",7,4,SD,Bambu,Keramik,Asbes,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Tomi Mayasari, S.Ked",6,4,S1,Bambu,Tanah,Rumbia,0.45,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Tgk. Ade Budiman,9,4,S2,Bambu,Keramik,Seng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"Faizah Firmansyah, S.Gz",8,3,SMA,Bambu,Semen,Rumbia,3.5,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Ir. Asirwada Dongoran,6,2,SMP,Bambu,Semen,Seng,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Vivi Napitupulu,7,1,S3,Tembok,Kayu,Seng,6.6,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"Kusuma Padmasari, S.IP",3,7,S3,Kayu,Semen,Genteng,6.6,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"Bambang Suwarno, M.Farm",7,1,SMA,Bambu,Kayu,Seng,0.45,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Emong Sinaga,9,5,S3,Bambu,Semen,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Hilda Natsir,1,1,D3,Bambu,Keramik,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Kartika Kusmawati,8,7,S2,Kayu,Semen,Asbes,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"R. Ajiman Lailasari, M.Pd",8,7,SD,Tembok,Keramik,Rumbia,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Nadia Wijayanti,2,2,S2,Tembok,Semen,Rumbia,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Candra Waluyo,4,0,SMP,Kayu,Kayu,Genteng,3.5,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"drg. Harsanto Mardhiyah, S.Kom",8,7,SMP,Kayu,Semen,Rumbia,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Kani Dongoran,4,7,S3,Tembok,Semen,Seng,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Limar Widiastuti,4,4,D3,Tembok,Semen,Seng,6.6,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"dr. Farah Purnawati, M.Pd",10,7,SD,Kayu,Kayu,Seng,0.45,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Ifa Utami,2,1,D3,Bambu,Kayu,Asbes,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Fathonah Nurdiyanti,5,1,SMP,Tembok,Keramik,Genteng,0.45,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
dr. Kamidin Aryani,2,1,SMP,Tembok,Kayu,Rumbia,1.3,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Atma Hutapea,10,2,D3,Tembok,Kayu,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Ismail Lailasari,10,7,SMP,Kayu,Kayu,Rumbia,0.45,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
"Kamila Saptono, S.T.",1,6,S3,Tembok,Kayu,Seng,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Dt. Daruna Uwais, S.Gz",2,5,SMP,Tembok,Semen,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Maman Puspasari,7,4,S1,Kayu,Tanah,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Rahmat Budiyanto,3,4,Tidak Sekolah,Kayu,Tanah,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Sarah Habibi,4,2,D3,Kayu,Semen,Genteng,6.6,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan B
Darmaji Waluyo,7,0,SMP,Kayu,Tanah,Seng,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Gilda Situmorang,2,0,SMP,Tembok,Semen,Seng,3.5,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Cut Victoria Waluyo,5,7,D3,Kayu,Keramik,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Samiah Prasetya,10,3,S3,Bambu,Kayu,Genteng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Emin Situmorang,9,2,D3,Bambu,Keramik,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan B
Purwanto Yuliarti,5,1,D3,Bambu,Keramik,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan D
H. Umar Pradana,1,3,Tidak Sekolah,Tembok,Semen,Asbes,6.6,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Lanang Winarno,4,3,S3,Kayu,Kayu,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"Karsa Sihombing, S.Sos",3,5,SMA,Tembok,Tanah,Genteng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Prima Kurniawan,6,2,SMP,Kayu,Tanah,Genteng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Laksana Purwanti,4,3,SMA,Bambu,Kayu,Seng,3.5,> 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan B
Balidin Hassanah,1,1,SMP,Bambu,Kayu,Genteng,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"KH. Asman Novitasari, S.Farm",9,7,Tidak Sekolah,Bambu,Kayu,Seng,0.45,< 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Elon Simanjuntak,6,5,S3,Kayu,Keramik,Genteng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Kani Latupono,9,0,S2,Kayu,Keramik,Genteng,0.45,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Puti Hafshah Haryanto,6,0,S1,Kayu,Semen,Asbes,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan C
Dr. Pangestu Hardiansyah,4,1,S2,Tembok,Keramik,Genteng,1.3,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Malik Melani,1,0,SMP,Tembok,Kayu,Asbes,6.6,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Kenari Rajasa,7,1,S3,Kayu,Kayu,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Galih Saefullah,2,2,S1,Kayu,Keramik,Seng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Dalima Marbun,6,3,S2,Bambu,Kayu,Asbes,6.6,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan C
"Raisa Padmasari, M.Ak",5,1,Tidak Sekolah,Tembok,Kayu,Asbes,1.3,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Belinda Lazuardi,7,0,S1,Tembok,Kayu,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"Drs. Ani Mandasari, S.Gz",9,5,S2,Bambu,Keramik,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Gamblang Handayani,4,3,S3,Kayu,Kayu,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan C
"Kariman Zulaika, S.Pt",7,6,SMA,Kayu,Tanah,Seng,0.45,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Nyana Kusmawati,3,2,Tidak Sekolah,Bambu,Kayu,Rumbia,6.6,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Ir. Salsabila Wulandari,3,3,S3,Tembok,Kayu,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
"Silvia Wacana, S.Pt",2,0,SMP,Tembok,Keramik,Seng,1.3,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Natalia Suwarno,10,5,S1,Kayu,Keramik,Seng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Budi Maryati,4,4,SD,Tembok,Semen,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
"Kawaya Widiastuti, S.Pt",4,0,Tidak Sekolah,Kayu,Tanah,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Alika Laksita,1,6,S1,Tembok,Keramik,Asbes,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"drg. Puti Halim, M.Kom.",4,7,Tidak Sekolah,Tembok,Keramik,Rumbia,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
"drg. Malik Irawan, S.Kom",6,6,SD,Bambu,Semen,Seng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Galak Uyainah,4,3,S3,Kayu,Tanah,Asbes,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Rusman Marbun,3,1,S1,Kayu,Keramik,Seng,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"Ulya Wastuti, S.IP",10,7,S2,Tembok,Keramik,Genteng,1.3,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
"R.M. Praba Ramadan, M.M.",1,5,SD,Bambu,Kayu,Asbes,6.6,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan C
Jono Hidayat,9,0,SMP,Kayu,Keramik,Rumbia,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Drs. Rahmat Sitorus,5,5,SD,Bambu,Tanah,Seng,3.5,< 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan B
Omar Sudiati,7,0,SMP,Kayu,Keramik,Asbes,0.45,< 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
"Elvin Yuliarti, M.Kom.",4,3,SD,Kayu,Keramik,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Ulva Kusmawati,2,2,S2,Tembok,Keramik,Genteng,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Salsabila Sihotang,2,4,SD,Bambu,Semen,Asbes,6.6,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan B
Najam Suryono,10,2,S1,Kayu,Semen,Asbes,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
"Yunita Nasyiah, S.Ked",9,6,SMA,Tembok,Tanah,Genteng,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
H. Purwadi Irawan,2,1,SMA,Tembok,Semen,Genteng,1.3,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"R. Gadang Purnawati, S.T.",7,4,SD,Bambu,Tanah,Seng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Tgk. Kani Saptono,10,2,SMA,Bambu,Kayu,Rumbia,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"Darimin Safitri, M.Farm",2,0,SMA,Tembok,Tanah,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"KH. Karsana Suryatmi, S.Psi",10,3,S1,Tembok,Kayu,Asbes,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Sadina Jailani,1,1,SMP,Kayu,Tanah,Seng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Amalia Firmansyah,6,0,S1,Tembok,Kayu,Seng,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Dr. Azalea Widodo,1,7,SMA,Kayu,Keramik,Seng,6.6,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Dinda Damanik,8,1,SD,Kayu,Keramik,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
"Ir. Harto Hakim, S.E.",6,6,D3,Kayu,Semen,Seng,1.3,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Hafshah Mustofa,7,4,D3,Kayu,Kayu,Seng,0.45,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
"drg. Maimunah Hutagalung, M.Pd",3,0,S2,Tembok,Keramik,Genteng,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Hasim Kusumo,8,5,S3,Kayu,Semen,Seng,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
"Tgk. Cahyono Permadi, S.I.Kom",2,0,D3,Tembok,Semen,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Fathonah Novitasari,6,0,D3,Tembok,Kayu,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan D
"Puti Mansur, S.Farm",10,1,S1,Kayu,Kayu,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Lukita Pradipta,5,2,SD,Bambu,Kayu,Genteng,1.3,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
"Puji Permadi, S.E.",1,3,S3,Tembok,Tanah,Asbes,0.45,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Kamaria Yuniar, S.Pd",5,1,S3,Tembok,Tanah,Seng,1.3,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Erik Budiyanto,10,7,S1,Bambu,Kayu,Rumbia,0.45,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Hasna Mansur,5,7,SMA,Bambu,Tanah,Genteng,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan A
Irsad Gunarto,10,7,Tidak Sekolah,Tembok,Tanah,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Puput Kusumo,5,4,D3,Tembok,Kayu,Genteng,0.45,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Danu Nashiruddin,3,5,S1,Bambu,Semen,Rumbia,0.45,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Kadir Wastuti,3,2,Tidak Sekolah,Bambu,Tanah,Seng,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
drg. Adika Irawan,3,7,SD,Kayu,Semen,Seng,6.6,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Patricia Napitupulu,6,5,SMA,Kayu,Semen,Seng,3.5,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan B
Ani Utama,1,2,S1,Kayu,Tanah,Rumbia,3.5,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Lidya Laksmiwati,7,4,D3,Tembok,Kayu,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
Gilda Gunawan,5,0,S2,Kayu,Semen,Genteng,0.45,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Lanang Hasanah,5,5,Tidak Sekolah,Kayu,Kayu,Asbes,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Kartika Purwanti,7,1,S1,Kayu,Kayu,Seng,6.6,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Irnanto Novitasari,6,7,SMA,Bambu,Keramik,Rumbia,1.3,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Intan Hidayat,1,3,SD,Tembok,Semen,Asbes,3.5,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Niyaga Mardhiyah,8,7,S2,Bambu,Kayu,Genteng,6.6,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan C
